PRODUCT_CODE,DESCRIPTION,PRICE
1,1812 fresh honey mustard,2.73
2,Avent Ferry low-sodium canned corn,3.6
3,DH Hill deodorant,0.96
4,Thompkins seltzer water,12.55
5,Vet School free range french dressing,4.68
6,Witherspoon chili sauce,8.18
7,Gorman italian dressing,7.59
8,Brown's macaroni and cheese,13.25
9,Leader of the Pack caesar croutons,11.5
10,Hunt grits,9.54
11,Hunt coconut cake mix,11.9
12,Ms. Wuf's yellow onion,12.65
13,Howling Wolf coconut milk,13.56
14,Heil's fat-free chocolate cream cookies,2.64
15,Mr. Wuf's garlic powder,5.69
16,Engineering biscuit mix,5.56
17,Tuffy multigrain bread,12.61
18,Thompkins fresh pizza dough,6.22
19,1812 dried great northern beans,0.08
20,Hillsborough macaroni and 5 cheese,14.55
21,Western Blvd basil leaves,2.59
22,Mr. Wuf's cornmeal,1.55
23,North Shore organic deli turkey,9.86
24,State grain-free blue potato,9.16
25,Centennial low cholesterol mustard,7.69
26,Howling Wolf cage free mozzerella cheese,7.83
27,Farmer's free range raw medium shrimp,2.81
28,Hunt gluten-free spicy taco sauce,2.19
29,Ms. Wuf's all-natural chicken breast,13.51
30,Wolf Leader vodka sauce,12.82
31,Witherspoon chili sauce,14.58
32,North Shore organic basmati rice,9.03
33,Balik's grain-free raw medium shrimp,10.77
34,Pack Pup ground chicken,2.59
35,Thompkins no sugar added unsalted butter,9.24
36,Talley yukon gold potato,9.23
37,Jennings' lactose-free aspirin,9.69
38,DH Hill canned chickpeas,13.34
39,Poe's kiwi,5.68
40,Fairgrounds no sugar added liquid bleach,6.96
41,State cholesterol-free pineapple,2.91
42,Balik's whole peeled tomatoes,8.44
43,Schmidt's cage free cheery-o cereal,7.38
44,Poe's ranch dressing,3.22
45,DH Hill mild taco seasoning,9.04
46,Reynold's no sugar added carrot sticks,3.24
47,DH Hill no sugar added cooked medium shrimp,12.32
48,Balik's low cholesterol soy sauce,13.43
49,Farmer's gluten-free lemon frosting,4.9
50,Belltower no MSG added pineapple,8.37
51,Talley fat-free chocolate pudding ,4.87
52,Brown's no sugar added cheddar cheese,7.38
53,Heil's coconut milk,3.24
54,Daniels grain-free ground nutmeg,14.38
55,Daniels instant mashed red potatoes,1.58
56,Heckman's no MSG added saltine crackers,14.56
57,Witherspoon no sugar added applesauce,13.52
58,Reynold's non GMO sweet pickle cubes,12.28
59,North Shore no sugar added macaroni and 5 cheese,0.79
60,King's orange,8.86
61,Poe's pork tenderloin,13.32
62,Red and White frozen meat pizza,6.81
63,Engineering low cholesterol shallot,6.41
64,King's cooked salad shrimp,0.18
65,Witherspoon heavy cream,10.83
66,Balik's black pepper,3.09
67,Main Campus thousand island dressing,12.75
68,Western Blvd fresh whole chicken,3.95
69,Fairgrounds ground pork,0.51
70,Wolfpack deli ham,5.37
71,Fairgrounds garlic powder,2.25
72,Hillsborough all-natural paper utensils,9.83
73,Daniels organic ham hock,3.17
74,Oval Drive free range vanilla pudding,5.79
75,Wolves Den non GMO banana,7.22
76,Tuffy organic whole chicken,9.9
77,State ground mustard,7.41
78,Pack Pup fresh pork roast,13.11
79,Centennial non GMO canned corn,13.07
80,Schmidt's chocolate ice cream,0.99
81,Schmidt's grain-free watermelon,7.53
82,Talley all-natural bandages,7.58
83,DH Hill low-sodium caesar salad kit,12.21
84,Howling Wolf jalapeno pepper,5.88
85,Sturgill's fresh coconut cake mix,6.0
86,Avent Ferry no sugar added tortilla chips,9.69
87,Main Campus non GMO white bread,6.97
88,Oval Drive sunflower seed butter,6.5
89,Campus Corner eggs,10.8
90,Leader of the Pack lactose-free tortellini,13.51
91,Poe's fat-free mouthwash,5.74
92,Schmidt's chili sauce,13.45
93,Pack Pup no MSG added italian salad kit,7.33
94,North Shore organic raw jumbo shrimp,4.53
95,Hunt floss,7.07
96,Dan Allen organic multigrain sandwich bread,9.66
97,Withers sausage,14.0
98,Tuffy cookie cereal,6.5
99,Engineering cholesterol-free ibuprofen,1.47
100,Pack Pup spicy brown mustard,6.61
101,Pack fresh squash,0.5
102,Wolves Den lactose-free ground beef,3.87
103,Pack canned garden peas,7.52
104,Dan Allen gluten-free butter popcorn,1.41
105,North Shore free range multigrain bread,1.86
106,Mr. Wuf's no MSG added spicy brown mustard,14.83
107,Sturgill's free range seltzer water,9.36
108,Withers vanilla ice cream,0.62
109,Vet School applesauce,13.26
110,Heckman's fresh sour cream,11.28
111,Pack liquid bleach,10.7
112,Campus Corner no sugar added thousand island dressing,2.74
113,Jennings' fresh peanut butter,9.86
114,Leader of the Pack fresh horseradish,13.14
115,Leader of the Pack orange soda,14.24
116,Farmer's free range lemon cake mix,11.07
117,Farmer's paper plates,13.14
118,Fairgrounds organic canned green beans,0.76
119,Wolf Leader fresh saltine crackers,2.53
120,Withers grain-free lime,5.08
121,Heil's organic multigrain tortilla chips,4.88
122,Red and White dish soap,14.1
123,Oval Drive free range grape soda,2.73
124,Poe's seltzer water,5.67
125,Campus Corner basil leaves,0.29
126,Pack Pup shredded wheat cereal,11.74
127,Hillsborough cashew butter,6.12
128,Jennings' gluten-free turkey breast,12.52
129,Daniels no sugar added whole peeled tomatoes,8.25
130,Centennial no sugar added canned peas and carrots,3.1
131,Stinson dried great northern beans,10.65
132,Dan Allen all-natural toilet paper,4.07
133,Heil's no MSG added shampoo,11.13
134,Jennings' chili sauce,6.6
135,Tuffy free range butterscotch pudding,2.6
136,Pullen Park grain-free diet cola,9.04
137,Tuffy lamb chop,6.73
138,Main Campus baked beans,11.67
139,Jennings' mild cheddar cheese,9.33
140,Howler pineapple,11.56
141,Leader of the Pack fat-free bandages,0.08
142,Poe's turkey wings,0.65
143,Ms. Wuf's gluten-free fruit cups,2.93
144,Brown's organic fig preserves,1.22
145,Pack grain-free red onion,5.68
146,Howling Wolf non GMO yukon gold potato,8.47
147,King's peach jam,9.18
148,Fairgrounds low-sodium iodized salt,5.17
149,Engineering sweet pickle cubes,4.78
150,Howling Wolf instant mashed russet potatoes,6.68
151,Talley no MSG added french dressing,1.97
152,Avent Ferry pretzels,10.3
153,Dan Allen fresh banana,3.18
154,Talley all-natural horseradish,12.04
155,Hillsborough cabbage,13.11
156,Pack all-natural kiwi,5.93
157,Pack Pup all-natural canned creamed corn,14.96
158,Witherspoon fresh jasmine rice,11.28
159,Witherspoon ground basil,5.07
160,Tuffy italian salad kit,1.62
161,Howling Wolf jalapeno pepper,11.6
162,Heckman's toilet paper,6.27
163,Daniels fresh 10-inch tortilla,6.18
164,Heil's soy sauce,2.06
165,Campus Corner fresh peanut butter,0.83
166,Wolves Den granola bar,11.42
167,Red and White whole nutmeg,7.96
168,Gorman toothbrush,11.77
169,Western Blvd cage free orange,3.76
170,Thompkins organic buttercream frosting,13.06
171,Jennings' cholesterol-free dinner rolls,8.57
172,North Shore fresh multigrain sandwich bread,7.63
173,Stinson cheese popcorn,2.91
174,Centennial low cholesterol lite soy sauce,10.56
175,Talley free range ground basil,4.25
176,Hunt kosher pickle spears,7.06
177,Jennings' saltine crackers,14.67
178,Brown's low cholesterol raw medium shrimp,14.82
179,Gorman all-natural almond butter,10.43
180,Stinson hot dog chili,0.93
181,Schmidt's cage free cola,1.67
182,Balik's ranch dressing,9.86
183,Pullen Park tomato,14.52
184,Lake Raleigh orange marmalade,3.93
185,Howling Wolf low-sodium heavy cream,5.65
186,Balik's honey mustard,12.88
187,Main Campus cookie dough,12.57
188,Hillsborough yellow cake mix,2.79
189,Vet School frozen supreme pizza,6.9
190,Centennial baked beans,0.69
191,Heil's peanut butter crackers,14.18
192,Fairgrounds all-natural multigrain tortilla chips,8.74
193,Daniels lactose-free chicken thigh,12.42
194,King's no MSG added macaroni and 5 cheese,0.87
195,Witherspoon non GMO peanut butter crackers,13.27
196,Belltower fat-free carrot sticks,10.11
197,Wolves Den cage free sockeye salmon fillet,5.91
198,Campus Corner mustard,6.78
199,Main Campus kiwi,6.56
200,Wolf Leader french dressing,1.97
201,Withers lime,14.4
202,King's sunflower seed butter,11.58
203,Reynold's lactose-free deli turkey,9.21
204,Balik's grain-free broccoli,2.94
205,Ms. Wuf's cage free thyme leaves,0.42
206,Stinson cocktail sauce,9.06
207,Ms. Wuf's yellow onion,8.86
208,Balik's gluten-free ground cloves,1.17
209,Pullen Park low cholesterol salsa verde,9.74
210,Farmer's gluten-free worcestershire sauce,1.78
211,Ms. Wuf's organic cookie dough,3.59
212,Heckman's ibuprofen,12.08
213,Witherspoon low-sodium cheese popcorn,11.98
214,Oval Drive lactose-free canned mystery meat,4.86
215,Stinson fruity cereal,5.87
216,Hunt yukon gold potato,4.69
217,Brown's butterscotch pudding,2.43
218,Balik's low-sodium cookie butter,14.19
219,Howler mild salsa,0.69
220,Tuffy free range butter crackers,8.09
221,Centennial cage free extra sharp cheddar cheese,10.25
222,Wolf Leader instant mashed russet potatoes,13.05
223,Red and White no MSG added paper plates,9.06
224,Pullen Park non GMO canned french cut green beans,6.04
225,Belltower whole black peppercorns,3.4
226,Heckman's peanut butter crackers,1.36
227,Pack fresh kiwi,3.06
228,Main Campus no sugar added italian dressing,13.47
229,Howler cholesterol-free white chocolate pudding,14.49
230,Hillsborough ground cloves,10.97
231,Jennings' low-sodium chili powder,0.93
232,North Shore multigrain bread,10.25
233,Lake Raleigh lemon frosting,0.4
234,Jennings' thyme leaves,7.6
235,1812 thyme leaves,11.45
236,Farmer's carolina bbq sauce,13.12
237,State grain-free sourdough bread,11.31
238,Wolf Leader cauliflower,13.77
239,Witherspoon smoked sausage,7.62
240,1812 organic cheese popcorn,0.68
241,Heil's chili powder,10.72
242,Schmidt's low cholesterol yellow cake mix,3.01
243,Heckman's fresh baked beans,3.33
244,Daniels smoked turkey leg,13.44
245,Schmidt's white sandwich bread,14.53
246,Pullen Park cage free ranch dressing,0.99
247,Belltower apple,13.58
248,Pullen Park no MSG added deli ham,5.95
249,Reynold's whole peeled tomatoes,8.5
250,Farmer's orange frosting,4.71
251,Fairgrounds bandages,9.33
252,Gorman grain-free hand soap,5.67
253,Belltower grain-free canned mystery meat,7.91
254,Wolf Leader cheese popcorn,5.84
255,Belltower non GMO neopolitan ice cream,11.94
256,Brown's grain-free coconut milk,13.07
257,Main Campus paper towel,4.57
258,Balik's non GMO macaroni and cheese,6.5
259,Stinson cage free onion powder,3.2
260,Poe's cooked jumbo shrimp,9.94
261,Lake Raleigh non GMO kosher dill pickles,13.77
262,Wolf Leader mouthwash,9.36
263,Pack whole cloves,4.13
264,Thompkins lemon,3.4
265,Talley fresh canteloupe,14.98
266,Campus Corner vanilla ice cream,13.0
267,DH Hill smoked sausage,9.48
268,Brown's pork tenderloin,0.69
269,Wolf Leader non GMO canned blackeyed peas,1.75
270,Belltower free range orange soda,3.82
271,Harrelson cashew butter,5.7
272,Leader of the Pack grain-free seasoned croutons,3.64
273,Wolves Den free range honey bbq sauce,14.72
274,Avent Ferry cocktail sauce,11.38
275,Hillsborough organic spicy salsa,12.42
276,Hillsborough all-natural lemon cake mix,8.53
277,Leader of the Pack ground beef,9.03
278,Talley 6-inch tortilla,2.83
279,Gorman ranch dressing,2.57
280,Wolf Leader heavy cream,12.24
281,Jennings' gluten-free chocolate frosting,7.84
282,Heil's grape jelly,11.9
283,Jennings' free range beef roast,7.41
284,Stinson snack cake,10.88
285,Stinson low cholesterol macaroni and 5 cheese,7.67
286,Wolves Den gluten-free canned biscuits,12.86
287,Dan Allen fresh dried navy beans,10.88
288,Red and White ranch dressing,6.24
289,1812 free range rye bread,6.23
290,State cookie butter,12.27
291,Stinson lemon cake mix,11.86
292,North Shore low cholesterol vanilla pudding,5.88
293,King's organic ranch dressing,0.33
294,Engineering fat-free 6-inch tortilla,1.76
295,Fairgrounds carrot,9.96
296,Talley saltine crackers,5.94
297,State coleslaw kit,7.53
298,Campus Corner lactose-free bacon,0.76
299,Howling Wolf organic pancake mix,7.08
300,Tuffy non GMO caesar salad kit,3.99
301,Western Blvd free range whole peeled tomatoes,10.87
302,DH Hill ground chicken,14.17
303,Stinson grain-free grits,10.41
304,Stinson non GMO iodized salt,4.36
305,Sturgill's tomato paste,11.49
306,Main Campus all-natural ground chicken,6.31
307,Harrelson gluten-free mild taco seasoning,2.71
308,Wolves Den cinnamon toast cereal,5.83
309,Campus Corner ranch dressing,4.39
310,Oval Drive multigrain bread,7.69
311,Campus Corner mild cheddar cheese,11.83
312,Western Blvd garlic powder,5.29
313,Reynold's tomato,4.89
314,Poe's cholesterol-free ranch dressing,14.85
315,Withers 8-inch tortilla,4.97
316,Leader of the Pack low-sodium sour cream,6.38
317,Sturgill's free range chicken breast,11.46
318,Hillsborough low-sodium enchilada sauce,12.23
319,Hillsborough deli turkey,13.58
320,Witherspoon lactose-free birthday cake ice cream,12.07
321,Wolves Den free range cooked salad shrimp,3.97
322,Oval Drive corn chips,12.58
323,Wolf Leader pretzels,5.85
324,Witherspoon non GMO fig preserves,12.49
325,King's low-sodium italian salad kit,5.7
326,Thompkins seltzer water,2.98
327,Howling Wolf organic lamb chop,7.95
328,Jennings' fresh snack cake,10.94
329,Brown's mouthwash,1.54
330,Engineering cholesterol-free paper plates,13.37
331,Gorman salted butter,11.05
332,Wolfpack grain-free lite soy sauce,2.28
333,Belltower non GMO toothpaste,8.88
334,Hunt fat-free half and half,3.78
335,Ms. Wuf's granola bar,12.5
336,Western Blvd grain-free chili sauce,10.4
337,Reynold's pancake mix,3.58
338,Vet School gluten-free canned carrots,9.25
339,DH Hill multigrain sandwich bread,11.98
340,Lake Raleigh butter crackers,11.44
341,Ms. Wuf's canned corn,8.96
342,Red and White grape soda,14.74
343,Dan Allen fresh sweet potato,2.13
344,Pack Pup non GMO canned blackeyed peas,6.82
345,Red and White fat-free laundry detergent,11.04
346,Howler ground rosemary,3.63
347,Leader of the Pack horseradish,14.83
348,State grain-free honey bbq sauce,5.1
349,Witherspoon pumpkin pie spice,10.87
350,Centennial free range dish soap,7.85
351,Wolf Leader low-sodium yellow cake mix,3.12
352,North Shore fresh pork roast,4.86
353,Avent Ferry seasoned croutons,1.5
354,Brown's fresh dried navy beans,8.33
355,Harrelson beef jerky,6.69
356,Balik's coconut milk,13.73
357,Tuffy lactose-free white onion,1.55
358,Campus Corner all-natural sausage,11.85
359,Howler coconut cake mix,8.22
360,Howler cholesterol-free unsalted butter,1.41
361,Mr. Wuf's shredded wheat cereal,5.58
362,Sturgill's cholesterol-free taco kit,14.36
363,1812 organic honey bbq sauce,4.45
364,Balik's diet cola,3.22
365,Jennings' cookie cereal,12.76
366,Schmidt's no MSG added cashew butter,14.46
367,Heckman's fat-free sharp cheddar cheese,4.58
368,Hunt gluten-free liquid bleach,0.35
369,Avent Ferry mozzerella cheese,1.49
370,Heil's bread flour,12.07
371,Pack lactose-free caesar salad kit,8.23
372,Fairgrounds low-sodium sharp cheddar cheese,13.34
373,Main Campus shredded wheat cereal,11.75
374,Brown's plain croutons,13.89
375,Hunt non GMO soy sauce,4.03
376,Farmer's taco kit,12.12
377,State italian salad kit,4.38
378,Red and White sunflower seed butter,0.31
379,Engineering caesar croutons,12.7
380,Tuffy low-sodium biscuit mix,1.65
381,Balik's no sugar added sour cream and onion chips,14.63
382,Leader of the Pack self-rising flour,14.24
383,Reynold's low cholesterol fruit cups,5.28
384,Ms. Wuf's thick-cut bacon,7.93
385,Vet School no MSG added canteloupe,3.99
386,Oval Drive honey mustard,10.1
387,Howler multigrain sandwich bread,6.07
388,Avent Ferry fat-free deli roast beef,0.52
389,Tuffy diced tomatoes,14.77
390,Red and White brown rice,14.45
391,Talley cholesterol-free fruit cups,5.35
392,Hunt no sugar added mouthwash,4.6
393,Jennings' yogurt,7.72
394,Jennings' no MSG added yellow cake mix,1.34
395,Fairgrounds shredded carrots,10.2
396,Sturgill's low-sodium raw large shrimp,9.12
397,State spicy taco seasoning,11.77
398,Fairgrounds no sugar added salsa verde,14.9
399,Heckman's thousand island dressing,14.76
400,Dan Allen cage free butter crackers,8.55
401,Lake Raleigh orange,0.3
402,Howling Wolf cholesterol-free cooked jumbo shrimp,4.78
403,Mr. Wuf's tortellini,1.56
404,Talley whole peeled tomatoes,14.35
405,King's all-natural raw jumbo shrimp,4.36
406,Farmer's scallion,9.86
407,DH Hill lactose-free diet cola,8.06
408,Leader of the Pack lactose-free white sandwich bread,9.54
409,Wolf Leader lettuce,1.56
410,Wolfpack dried lentils,10.78
411,Talley all-natural turkey wings,0.6
412,Mr. Wuf's bandages,12.92
413,Reynold's fresh canned creamed corn,4.82
414,Thompkins gluten-free cookie dough,12.93
415,Daniels diced tomatoes,4.44
416,Farmer's non GMO beef roast,8.28
417,Wolf Leader deli ham,9.42
418,Poe's multigrain tortilla chips,3.09
419,North Shore no sugar added spicy brown mustard,12.53
