PRODUCT_CODE,DESCRIPTION,PRICE
64,Daniels tonic water,7.81
63,Pack cage free thyme leaves,13.2
62,Pullen Park beef jerky,0.88
61,Howling Wolf sweet potato,3.93
60,Pack Pup instant mashed russet potatoes,12.02
59,Witherspoon broccoli,14.13
58,Centennial mustard,1.27
57,Sturgill's cholesterol-free multigrain sandwich bread,8.56
56,Avent Ferry canned lima beans,13.54
55,Farmer's sunflower seed butter,1.25
54,Farmer's ground chicken,6.88
53,Centennial mustard,4.6
52,DH Hill butterscotch pudding,10.95
51,Vet School no MSG added taco kit,2.25
50,Main Campus fresh applesauce,7.92
49,Wolf Leader cookie cereal,3.62
48,Western Blvd cholesterol-free tilapia fillet,4.31
47,Talley no sugar added peanut butter and jelly,1.97
46,Balik's free range salted butter,14.27
45,Daniels soy sauce,11.88
44,Hunt basil,3.47
43,Lake Raleigh no sugar added watermelon,4.39
42,Farmer's dried lima beans,1.31
41,Daniels white onion,13.47
40,Oval Drive free range carolina bbq sauce,1.79
39,Howling Wolf low cholesterol mayonnaise,4.72
38,DH Hill chili powder,14.23
37,North Shore vanilla ice cream,6.61
36,Avent Ferry canned green beans,3.03
35,Reynold's cholesterol-free chocolate chip cookies,2.99
34,Tuffy gluten-free taco shells,9.21
33,Brown's low cholesterol 6-inch tortilla,9.21
32,Wolfpack cocktail sauce,1.34
31,Centennial tomato puree,6.63
30,DH Hill heavy cream,0.35
29,Dan Allen lactose-free taco kit,14.05
28,Reynold's instant mashed russet potatoes,5.83
27,Farmer's all-natural biscuit mix,2.03
26,Campus Corner ham hock,3.44
25,Witherspoon orange soda,4.78
24,Campus Corner waffle cones,14.13
23,Pack Pup non GMO lamb chop,14.18
22,Sturgill's fat-free dried navy beans,3.98
21,Wolfpack cage free smoky bbq sauce,2.26
20,Hunt chocolate ice cream,11.7
19,Gorman pineapple,0.01
18,Hunt cholesterol-free frozen supreme pizza,12.71
17,Heil's no MSG added neopolitan ice cream,8.09
16,Pullen Park fresh king salmon fillet,6.73
15,Hillsborough ground beef,0.48
14,Poe's cage free ground cloves,5.45
13,Pack chili powder,7.25
12,Daniels no MSG added greek yogurt,2.63
11,Pullen Park low cholesterol deli roast beef,6.33
10,Schmidt's no MSG added lamb chop,2.81
9,Fairgrounds ricotta cheese,9.23
8,Talley fat-free white chocolate pudding,6.95
7,Hunt lactose-free salsa verde,6.98
6,Heckman's jalapeno pepper,1.31
5,Talley fresh worcestershire sauce,7.74
4,Oval Drive seltzer water,8.47
3,DH Hill yogurt,14.12
2,Heil's vanilla pudding,7.25
1,Reynold's non GMO ginger,0.57
