PRODUCT_CODE,DESCRIPTION,PRICE
4096,Leader of the Pack hand soap,4.44
4095,Wolves Den chocolate cake mix,13.19
4094,Daniels chocolate frosting,9.26
4093,Schmidt's yellow cake mix,4.06
4092,Howler non GMO multigrain tortilla chips,2.8
4091,Sturgill's canteloupe,10.57
4090,Schmidt's biscuit mix,0.74
4089,Talley no sugar added english muffins,10.82
4088,Wolfpack salted butter,10.27
4087,1812 no MSG added mild cheddar cheese,8.51
4086,Dan Allen grain-free shampoo,11.5
4085,Campus Corner cholesterol-free self-rising flour,0.28
4084,Tuffy chicken breast,4.66
4083,1812 yellow cake mix,0.95
4082,Mr. Wuf's no sugar added english muffins,6.35
4081,Wolves Den grain-free squash,2.17
4080,Western Blvd breadsticks,1.96
4079,Wolf Leader fat-free french dressing,0.94
4078,King's free range sunflower seed butter,3.77
4077,Oval Drive deli chicken,3.41
4076,Vet School lactose-free cashew butter,5.67
4075,Dan Allen low-sodium taco kit,14.56
4074,Farmer's honey bbq sauce,5.72
4073,Withers grain-free pork roast,14.99
4072,Reynold's all-natural pork chops,13.64
4071,Vet School no MSG added pretzel sticks,4.48
4070,Reynold's all-natural russet potato,5.52
4069,Hillsborough white sandwich bread,7.2
4068,Campus Corner half and half,3.78
4067,Talley non GMO kiwi,1.02
4066,Red and White rosemary leaves,7.1
4065,Engineering sunflower seed butter,8.46
4064,Heil's no sugar added farfalle,8.66
4063,Pack tilapia fillet,5.63
4062,DH Hill all-natural rosemary leaves,6.52
4061,Thompkins raw medium shrimp,6.66
4060,Howling Wolf low-sodium bread flour,14.25
4059,Oval Drive honey mustard,4.24
4058,Witherspoon pretzels,10.52
4057,Farmer's smoked ham hock,2.34
4056,Oval Drive no MSG added kiwi,2.05
4055,Pack Pup gluten-free ibuprofen,10.92
4054,State raw large shrimp,8.75
4053,Schmidt's coleslaw kit,10.49
4052,Belltower chocolate pudding ,8.93
4051,Engineering birthday cake ice cream,9.94
4050,Hillsborough half and half,6.81
4049,Howler no sugar added canteloupe,9.82
4048,Stinson cage free mild taco seasoning,9.69
4047,Withers canned blackeyed peas,14.5
4046,Jennings' low-sodium all purpose flour,1.79
4045,Hillsborough macaroni and 5 cheese,11.7
4044,Hillsborough canned mystery meat,10.21
4043,Oval Drive watermelon,14.48
4042,Witherspoon raw large shrimp,7.58
4041,State no MSG added italian dressing,11.17
4040,Hunt mouthwash,11.81
4039,Heckman's horseradish,14.12
4038,Heil's non GMO chocolate chip cookies,13.78
4037,Wolfpack white sandwich bread,6.79
4036,King's cookie cereal,2.46
4035,Red and White smoked turkey leg,10.65
4034,Engineering organic yellow cake mix,6.52
4033,Engineering cage free whole cloves,12.04
4032,1812 grain-free smoked ham hock,2.26
4031,Withers free range broccoli,8.55
4030,Avent Ferry whole chicken,0.42
4029,Balik's cholesterol-free russet potato,6.9
4028,State yellow cake mix,7.03
4027,Vet School all-natural ricotta cheese,4.6
4026,Poe's no sugar added thousand island dressing,5.84
4025,Howler spaghetti noodles,3.47
4024,Hillsborough deli roast beef,2.21
4023,Howler no MSG added lite soy sauce,9.46
4022,Mr. Wuf's fresh baked beans,12.67
4021,Mr. Wuf's organic vanilla pudding,14.63
4020,Withers lactose-free worcestershire sauce,13.86
4019,Schmidt's no sugar added peach jam,5.61
4018,Mr. Wuf's grain-free red potato,10.6
4017,Leader of the Pack honey bbq sauce,1.07
4016,Sturgill's fat-free eggs,12.51
4015,Wolfpack toothpaste,10.09
4014,Stinson gluten-free honey mustard,0.88
4013,Centennial orange soda,5.55
4012,Mr. Wuf's lactose-free dish soap,13.51
4011,Pack Pup free range orange marmalade,6.51
4010,Pack Pup low cholesterol thyme leaves,7.71
4009,Schmidt's whole cloves,7.7
4008,DH Hill fat-free bread flour,5.23
4007,Wolves Den low-sodium turkey breast,8.01
4006,Howling Wolf grain-free 6-inch tortilla,2.88
4005,Talley macaroni and 5 cheese,4.34
4004,Heckman's pork chops,14.85
4003,North Shore cheddar cheese,8.87
4002,Vet School frozen pepperoni pizza,4.51
4001,Wolf Leader apple jelly,9.73
4000,Wolf Leader all-natural red potato,2.75
3999,Howling Wolf fat-free orange cake mix,5.32
3998,Campus Corner no sugar added cooked medium shrimp,2.36
3997,Balik's lactose-free butter popcorn,6.86
3996,Hunt organic sweet pickle cubes,4.73
3995,Thompkins low-sodium macaroni and cheese with broccoli,14.57
3994,Gorman fat-free extra sharp cheddar cheese,0.7
3993,Lake Raleigh cholesterol-free tomato puree,6.95
3992,Tuffy dish soap,13.93
3991,Centennial bandages,8.3
3990,Belltower butterscotch pudding,6.46
3989,Farmer's shallot,14.28
3988,Talley fat-free garlic powder,3.85
3987,Farmer's no MSG added neopolitan ice cream,3.68
3986,Thompkins jasmine rice,3.95
3985,Witherspoon shredded carrots,7.84
3984,Hunt tortilla chips,10.69
3983,Tuffy fresh whole nutmeg,11.07
3982,Farmer's cage free chocolate bar,0.3
3981,Main Campus low cholesterol white onion,11.26
3980,Avent Ferry orange,7.48
3979,Heil's sunflower seed butter,8.09
3978,Avent Ferry fat-free orange marmalade,5.79
3977,Pack Pup cooked salad shrimp,11.91
3976,1812 frozen supreme pizza,9.48
3975,Ms. Wuf's cholesterol-free vanilla pudding,9.95
3974,Howler no MSG added frozen supreme pizza,13.85
3973,DH Hill organic pineapple,10.73
3972,Main Campus paper towel,6.88
3971,Harrelson grain-free self-rising flour,0.24
3970,Stinson lettuce,7.63
3969,Engineering chocolate ice cream,14.88
3968,Hunt gluten-free kosher dill pickles,14.55
3967,Thompkins gluten-free orange,6.3
3966,Farmer's orange frosting,0.57
3965,Mr. Wuf's no sugar added italian dressing,6.91
3964,Talley cholesterol-free frozen meat pizza,8.1
3963,1812 cabbage,14.22
3962,Western Blvd cholesterol-free orange soda,10.61
3961,Belltower smoky bbq sauce,10.2
3960,Ms. Wuf's gluten-free ground cloves,0.43
3959,Withers pineapple,11.62
3958,Avent Ferry king salmon fillet,6.34
3957,Fairgrounds grain-free cottage cheese,12.08
3956,Ms. Wuf's lemon,10.56
3955,Pack Pup low-sodium frozen pepperoni pizza,14.9
3954,Belltower cholesterol-free aspirin,4.25
3953,Harrelson thyme leaves,4.69
3952,Wolves Den fresh chocolate ice cream,7.37
3951,Pack Pup fresh horseradish,5.41
3950,Wolfpack plain potato chips,10.84
3949,1812 organic squash,0.72
3948,Harrelson cottage cheese,6.68
3947,Gorman organic chili sauce,0.62
3946,Schmidt's brown rice,4.58
3945,Tuffy sausage,7.95
3944,State thousand island dressing,4.34
3943,Ms. Wuf's peanut butter,1.18
3942,Heckman's organic chocolate cream cookies,4.87
3941,Western Blvd pretzel sticks,1.01
3940,Western Blvd orange cake mix,11.06
3939,1812 no MSG added red currant jelly,9.93
3938,Wolf Leader low-sodium hot dog chili,5.72
3937,Reynold's gluten-free cooked salad shrimp,12.23
3936,King's cholesterol-free ground mustard,15.0
3935,Talley organic raw jumbo shrimp,1.42
3934,Engineering basil leaves,2.76
3933,Centennial butter crackers,9.43
3932,Howling Wolf organic shredded carrots,7.82
3931,Balik's free range orange,3.38
3930,DH Hill buttercream frosting,13.46
3929,Gorman ranch dressing,4.79
3928,Poe's fat-free canned french cut green beans,5.18
3927,King's non GMO tilapia fillet,10.36
3926,Pack Pup whole cloves,6.39
3925,Daniels canned carrots,3.68
3924,Leader of the Pack tomato and basil sauce,5.26
3923,Campus Corner cholesterol-free cashew butter,6.45
3922,Wolf Leader cholesterol-free tomato and basil sauce,0.84
3921,Heil's cholesterol-free sockeye salmon fillet,4.83
3920,Daniels non GMO canned green beans,1.16
3919,Red and White neopolitan ice cream,14.01
3918,Brown's non GMO fig preserves,10.05
3917,Ms. Wuf's no MSG added chili powder,7.44
3916,Mr. Wuf's lactose-free apple,4.82
3915,Harrelson no sugar added spicy taco sauce,4.11
3914,Wolfpack sour cream and cheddar chips,2.01
3913,Tuffy all-natural 10-inch tortilla,10.88
3912,Farmer's red onion,7.11
3911,Pack Pup canned green beans,0.6
3910,Fairgrounds smoked ham hock,5.53
3909,Avent Ferry no MSG added vanilla ice cream,0.29
3908,Poe's non GMO chicken breast,12.22
3907,Witherspoon gluten-free tomato paste,7.49
3906,Stinson orange frosting,13.81
3905,Belltower frozen meat pizza,13.98
3904,North Shore non GMO sunflower seed butter,10.94
3903,Withers grain-free extra sharp cheddar cheese,10.36
3902,Pack low-sodium frozen meat pizza,12.75
3901,Leader of the Pack dinner rolls,11.89
3900,Poe's gluten-free green chilis,2.0
3899,Dan Allen breadsticks,14.99
3898,Centennial unsalted butter,3.32
3897,Vet School plain croutons,14.79
3896,Tuffy honey mustard,9.85
3895,Leader of the Pack low-sodium chocolate pudding,1.24
3894,North Shore no sugar added angel hair noodles,9.19
3893,Heckman's non GMO birthday cake ice cream,3.94
3892,Fairgrounds cage free biscuit mix,2.67
3891,Howler no sugar added laundry detergent,3.9
3890,Witherspoon free range thyme leaves,10.9
3889,Gorman grain-free hot dog chili,10.63
3888,Thompkins fruity cereal,6.61
3887,Heckman's whole peeled tomatoes,2.31
3886,Centennial cholesterol-free ground cloves,3.05
3885,Hunt hot dog chili,1.03
3884,Jennings' white bread,4.44
3883,Red and White organic self-rising flour,7.13
3882,King's dried navy beans,13.12
3881,Hunt watermelon,14.15
3880,Oval Drive low-sodium scallion,1.13
3879,Centennial grain-free white bread,12.8
3878,Campus Corner peanuts,12.4
3877,Wolf Leader grain-free cooked large shrimp,7.11
3876,Dan Allen low cholesterol dijon mustard,3.14
3875,Wolfpack grain-free kosher pickle spears,5.74
3874,Heil's organic tomato paste,5.15
3873,Centennial no MSG added squash,1.48
3872,Leader of the Pack cholesterol-free bacon,5.4
3871,Thompkins cholesterol-free worcestershire sauce,8.21
3870,Witherspoon gluten-free canned carrots,9.65
3869,1812 rye bread,13.35
3868,Pack Pup mustard,11.41
3867,Leader of the Pack diced tomatoes,2.53
3866,Schmidt's lactose-free canned peas and carrots,5.86
3865,Stinson organic caesar croutons,0.29
3864,Tuffy chicken thigh,13.8
3863,Centennial all-natural laundry detergent,1.03
3862,Withers fat-free canned carrots,14.99
3861,Farmer's dried lentils,14.15
3860,Avent Ferry cholesterol-free deli chicken,3.09
3859,Pack Pup free range kiwi,9.07
3858,Fairgrounds fat-free chocolate bar,0.85
3857,Wolves Den low cholesterol white rice,4.88
3856,Stinson organic white rice,1.9
3855,Main Campus ground pork,14.53
3854,Sturgill's russet potato,5.04
3853,Stinson whole chicken,8.62
3852,Withers green chilis,4.12
3851,Main Campus no sugar added vanilla ice cream,11.45
3850,Tuffy grain-free cooked medium shrimp,0.15
3849,Harrelson low-sodium grape soda,8.85
3848,State tomato sauce,2.49
3847,Heckman's chili powder,0.73
3846,Hillsborough all-natural beef roast,0.03
3845,Gorman low cholesterol saltine crackers,10.16
3844,Hunt no sugar added sausage,12.73
3843,Balik's free range smoked sausage,11.72
3842,State fresh honey bbq sauce,3.44
3841,Pullen Park mustard,10.79
3840,Pullen Park granola bar,7.17
3839,Campus Corner all-natural grits,6.11
3838,Wolves Den bacon,9.11
3837,King's low cholesterol baked beans,11.99
3836,Oval Drive thick-cut bacon,3.77
3835,Leader of the Pack chocolate pudding,13.01
3834,Belltower low cholesterol pretzel sticks,1.19
3833,Hunt no MSG added ground allspice,7.61
3832,Avent Ferry sourdough bread,3.53
3831,Gorman oatmeal cookies,7.76
3830,Lake Raleigh cornmeal,11.08
3829,Daniels ground allspice,4.53
3828,Thompkins low cholesterol chocolate chip cookies,5.5
3827,Red and White kosher dill pickles,10.24
3826,Talley peanut butter crackers,1.1
3825,Engineering fat-free iodized salt,14.34
3824,Reynold's macaroni and 5 cheese,8.13
3823,Witherspoon pretzel sticks,6.37
3822,Engineering low cholesterol orange cake mix,5.23
3821,Oval Drive no MSG added thousand island dressing,7.82
3820,Harrelson fresh jalapeno pepper,2.16
3819,Reynold's lactose-free okra,6.72
3818,Harrelson grain-free orange,13.39
3817,Pack Pup thyme,10.48
3816,King's organic corn chips,14.49
3815,Fairgrounds fat-free watermelon,10.91
3814,Brown's grain-free coconut cake mix,6.68
3813,Gorman dried lentils,10.21
3812,Pullen Park whole cloves,7.74
3811,Lake Raleigh cage free iced oatmeal cookies,0.45
3810,Western Blvd instant mashed russet potatoes,12.36
3809,King's beef jerky,12.97
3808,Daniels gluten-free orange frosting,13.37
3807,Thompkins lettuce,8.35
3806,Hillsborough mild taco seasoning,3.8
3805,Wolf Leader low-sodium toilet paper,9.37
3804,Harrelson canned carrots,1.06
3803,Witherspoon cookie butter,5.37
3802,Thompkins cage free chocolate chip cookies,13.69
3801,Ms. Wuf's bandages,0.44
3800,Howling Wolf sockeye salmon fillet,0.9
3799,Jennings' fat-free liquid bleach,10.48
3798,Pack all-natural spicy brown mustard,4.67
3797,Hillsborough cooked salad shrimp,10.14
3796,North Shore low-sodium whole peeled tomatoes,8.85
3795,Oval Drive lactose-free tomato puree,1.55
3794,Hunt low cholesterol cocktail sauce,12.25
3793,Pullen Park free range italian salad kit,5.95
3792,Daniels no MSG added macaroni and cheese,14.55
3791,Poe's low-sodium sour cream and cheddar chips,13.87
3790,Oval Drive no sugar added cooked salad shrimp,14.24
3789,Howling Wolf grain-free shallot,0.37
3788,1812 coconut milk,7.23
3787,Western Blvd low-sodium sourdough bread,6.59
3786,Withers applesauce,2.84
3785,Leader of the Pack low-sodium bell pepper,12.93
3784,Vet School grape jelly,12.26
3783,Western Blvd cookie cereal,2.74
3782,Schmidt's ground beef,4.66
3781,Hunt canned blackeyed peas,8.53
3780,State no sugar added peanut butter and jelly,9.9
3779,1812 ice cream cones,6.81
3778,Wolves Den cholesterol-free pineapple,14.27
3777,Witherspoon no MSG added thyme,5.6
3776,Harrelson yukon gold potato,0.82
3775,Stinson smoked sausage,6.92
3774,Hunt cooked salad shrimp,9.78
3773,Witherspoon all-natural whole cloves,12.0
3772,Tuffy turkey wings,6.98
3771,Daniels pineapple,5.26
3770,Stinson kosher pickle spears,11.01
3769,Gorman grain-free shredded wheat cereal,8.38
3768,Belltower honey mustard,13.07
3767,Ms. Wuf's lemon frosting,14.61
3766,Stinson cheddar cheese,4.06
3765,Farmer's bandages,12.69
3764,Hunt raw large shrimp,6.67
3763,Engineering butterscotch pudding,11.51
3762,Thompkins free range spicy salsa,5.86
3761,Avent Ferry frozen pepperoni pizza,2.71
3760,Pullen Park no MSG added pumpkin pie spice,7.61
3759,DH Hill lactose-free taco kit,12.86
3758,Wolves Den gluten-free liquid bleach,11.16
3757,North Shore rosemary leaves,13.38
3756,Hillsborough whole turkey,3.41
3755,Red and White low cholesterol cookie cereal,10.43
3754,Withers banana,2.99
3753,DH Hill low-sodium cooked large shrimp,2.75
3752,Hunt low cholesterol ice cream cones,7.55
3751,Centennial fig preserves,1.07
3750,Balik's sour cream,6.24
3749,Sturgill's cholesterol-free kiwi,12.04
3748,Wolfpack french dressing,1.51
3747,Engineering raw large shrimp,4.12
3746,Vet School peanut butter and jelly,10.41
3745,King's no sugar added mustard,9.13
3744,State green chilis,13.92
3743,Reynold's sour cream,1.88
3742,Hillsborough no MSG added deli turkey,6.84
3741,Fairgrounds whole nutmeg,4.85
3740,Pack ground rosemary,3.37
3739,Sturgill's cage free macaroni and 5 cheese,7.91
3738,Ms. Wuf's canned carrots,12.44
3737,State self-rising flour,12.01
3736,Howling Wolf free range cooked jumbo shrimp,9.16
