PRODUCT_CODE,DESCRIPTION,PRICE
1,Hillsborough low cholesterol canned french cut green beans,8.85
2,Main Campus cage free peanut butter,6.81
3,Pack no sugar added lime,5.73
4,Hillsborough no MSG added corn chips,4.47
5,Wolf Leader thousand island dressing,14.4
6,Balik's grape soda,9.58
7,Wolf Leader peanut butter crackers,8.78
8,King's shampoo,9.54
9,Harrelson thousand island dressing,2.05
10,Dan Allen grain-free smoked sausage,3.81
11,1812 carrot sticks,11.86
12,Pullen Park cilantro,6.56
13,Farmer's grits,14.26
14,Campus Corner non GMO sour cream,13.13
15,North Shore low cholesterol plain potato chips,1.15
16,Oval Drive lactose-free canned garden peas,12.24
17,Engineering cottage cheese,7.38
18,Harrelson free range waffle cones,4.64
19,Heckman's no sugar added dijon mustard,5.39
20,Engineering all-natural mayonnaise,0.07
21,Stinson corn chips,3.81
22,Jennings' garlic powder,2.1
23,Western Blvd peach jam,14.04
24,DH Hill no sugar added cookie cereal,7.43
25,North Shore spicy salsa,13.4
26,Campus Corner fresh hand soap,10.08
27,Poe's low-sodium 8-inch tortilla,0.34
28,State cholesterol-free self-rising flour,10.78
29,Balik's cholesterol-free toothpaste,8.39
30,Harrelson grain-free cabbage,8.02
31,Western Blvd dried lima beans,14.59
32,Farmer's white chocolate pudding,14.79
33,Balik's gluten-free tomato,12.94
34,Oval Drive cholesterol-free soy sauce,4.93
35,Western Blvd fresh spicy taco seasoning,6.25
36,Gorman plain croutons,14.22
37,Vet School free range apple,2.98
38,Reynold's caesar croutons,4.34
39,Daniels cage free jalapeno pepper,1.16
40,Jennings' fruity cereal,3.8
41,Heil's cholesterol-free taco shells,13.28
42,Poe's cholesterol-free bacon,5.6
43,Jennings' buttercream frosting,4.88
44,Campus Corner ground beef,12.1
45,Mr. Wuf's grain-free taco shells,3.86
46,Jennings' cage free beef jerky,12.58
47,Stinson coleslaw kit,3.55
48,Pack cage free ricotta cheese,9.35
49,Thompkins cabbage,4.22
50,Balik's free range dinner rolls,4.04
51,1812 raw salad shrimp,4.78
52,Red and White king salmon fillet,0.39
53,Wolves Den fresh waffle cones,5.17
54,Howling Wolf fat-free peanuts,13.12
55,Hillsborough organic worcestershire sauce,3.73
56,Brown's low cholesterol chocolate bar,12.16
57,Farmer's mayonnaise,7.9
58,Hillsborough cage free cocktail sauce,9.93
59,Belltower fresh black pepper,8.5
60,Red and White gluten-free baked beans,0.01
61,Wolves Den canned potatoes,3.42
62,Farmer's fresh rye bread,6.4
63,King's fresh yellow cake mix,7.6
64,Stinson lactose-free liquid bleach,2.4
65,Main Campus fresh vanilla wafers,2.16
66,Poe's rye bread,8.37
67,Wolfpack fresh ricotta cheese,6.72
68,Howling Wolf organic lite soy sauce,10.2
69,Red and White low cholesterol lemon,1.02
70,Lake Raleigh no MSG added tomato sauce,14.65
71,Balik's low-sodium 6-inch tortilla,1.28
72,Wolves Den multigrain sandwich bread,14.56
73,Hillsborough cauliflower,9.78
74,Poe's grain-free canned biscuits,5.65
75,Engineering all-natural unsalted butter,2.05
76,State dried great northern beans,4.45
77,Tuffy no sugar added angel hair noodles,12.06
78,Mr. Wuf's instant mashed russet potatoes,14.36
79,Farmer's dinner rolls,4.74
80,Wolves Den no MSG added waffle cones,1.12
81,Farmer's organic brown rice,13.09
82,Pack tilapia fillet,1.12
83,Wolfpack buttercream frosting,0.72
84,Belltower low cholesterol peanut butter and jelly,9.6
85,Sturgill's shredded wheat cereal,14.91
86,Hunt low-sodium tomato puree,13.47
87,Talley taco shells,2.12
88,State neopolitan ice cream,12.79
89,Mr. Wuf's banana,0.19
90,Oval Drive cage free raw medium shrimp,13.59
91,Brown's gluten-free almond butter,9.91
92,Mr. Wuf's cholesterol-free tonic water,8.44
93,Howler organic whole chicken,9.34
94,Pack ibuprofen,14.72
