PRODUCT_CODE,DESCRIPTION,PRICE
7768,Stinson no MSG added coleslaw kit,14.71
8101,Campus Corner angel hair noodles,12.36
1677,Ms. Wuf's grain-free extra sharp cheddar cheese,2.72
14770,Main Campus turkey breast,10.27
9981,Belltower orange frosting,6.27
14497,1812 italian salad kit,13.92
8681,Ms. Wuf's sourdough bread,13.99
7053,Pack apple,14.02
15615,Pack Pup ground turkey,0.23
7894,Pullen Park grain-free ice cream cones,5.15
7106,Leader of the Pack smoked turkey leg,10.41
1627,Heckman's grain-free deli ham,2.54
4323,State non GMO garlic powder,4.13
4417,Vet School raw jumbo shrimp,10.2
7160,Hillsborough whole black peppercorns,7.91
1372,Jennings' no MSG added frozen supreme pizza,7.34
1166,1812 grain-free scallion,11.62
9592,Heckman's non GMO canned biscuits,1.9
2807,Belltower low-sodium cookie butter,12.37
9163,Farmer's no sugar added apple jelly,2.09
10144,Belltower low-sodium banana,11.74
9632,Vet School iodized salt,3.03
3313,Oval Drive grain-free english muffins,14.35
2965,Oval Drive sourdough bread,13.2
10175,Lake Raleigh cholesterol-free lemon cake mix,11.73
2354,Daniels cage free apple jelly,7.0
3664,Avent Ferry no sugar added yukon gold potato,5.61
6566,Hunt non GMO ground basil,13.9
10785,Leader of the Pack low cholesterol bacon,6.36
2400,Howling Wolf multigrain tortilla chips,7.94
1266,Balik's low-sodium mustard,8.75
10903,Red and White whole cloves,12.53
7248,Jennings' chocolate cream cookies,0.07
3709,Pullen Park grain-free ricotta cheese,14.54
13295,Centennial thick-cut bacon,2.76
11011,Heckman's low-sodium butterscotch pudding,13.71
11494,Belltower iodized salt,10.25
13817,Mr. Wuf's free range floss,13.31
16054,Dan Allen macaroni and cheese,11.66
11158,Pullen Park sharp cheddar cheese,1.22
14913,Mr. Wuf's eggs,2.98
5050,Lake Raleigh low-sodium thousand island dressing,12.96
437,Schmidt's no sugar added frozen supreme pizza,9.78
3431,Fairgrounds ground mustard,6.75
8234,1812 fat-free aspirin,0.93
9908,Pullen Park canned peas and carrots,8.32
5975,Mr. Wuf's watermelon,0.9
9324,Mr. Wuf's organic sour cream and cheddar chips,14.0
4181,Brown's fruity cereal,3.21
1051,Witherspoon no MSG added toilet paper,6.22
1206,Belltower chicken breast,4.26
9964,Centennial grape soda,12.53
11051,Lake Raleigh deli roast beef,9.75
10021,Brown's kiwi,6.61
9515,Engineering canned peas and carrots,2.97
7363,Wolf Leader pizza dough,10.99
8674,Vet School yogurt,9.02
3093,North Shore spicy salsa,3.62
13592,Howler tilapia fillet,3.94
729,Mr. Wuf's sweet potato,1.49
16039,Western Blvd all-natural snack cake,7.24
7484,Hunt pretzels,13.07
1530,Main Campus thyme leaves,9.95
8757,Stinson low cholesterol canned biscuits,8.78
9258,Talley no sugar added ice cream cones,8.99
4709,Red and White broccoli,6.47
14927,Witherspoon no MSG added deli roast beef,14.54
6095,Fairgrounds birthday cake ice cream,6.77
12956,Pullen Park gluten-free mild taco sauce,13.64
3155,Fairgrounds no sugar added sourdough bread,8.39
5314,State vanilla wafers,13.78
7400,Ms. Wuf's liquid bleach,2.68
9059,Sturgill's fresh ginger,10.5
8935,Tuffy white rice,4.33
19,1812 dried great northern beans,0.08
7375,Pack Pup free range smoked turkey leg,7.44
32,North Shore organic basmati rice,9.03
5355,1812 ground allspice,2.69
14749,Fairgrounds basmati rice,2.51
1800,Oval Drive macaroni and cheese,3.04
12690,Engineering worcestershire sauce,7.77
6927,North Shore pizza dough,0.56
6557,Hillsborough cage free marinara sauce,11.07
12483,Withers grain-free biscuit mix,3.72
10322,Lake Raleigh paper towel,9.89
14327,Lake Raleigh sausage,10.45
6044,Fairgrounds ground pork,10.44
4747,Howling Wolf vanilla frosting,11.81
1443,Farmer's lemonade,14.71
5454,Oval Drive gluten-free chocolate ice cream,0.58
4166,Vet School caesar croutons,7.94
2463,Talley all-natural macaroni and cheese with broccoli,5.0
14257,Tuffy no MSG added basil,8.79
13499,Red and White low-sodium hot dog chili,7.02
6105,Heckman's low cholesterol cookie dough,9.5
7571,Jennings' green chilis,9.75
1493,Mr. Wuf's basmati rice,8.87
8688,Hillsborough lactose-free canned mystery meat,7.3
7019,Brown's neopolitan ice cream,13.56
15551,Main Campus white chocolate pudding,10.4
14848,Hillsborough red onion,10.94
2500,Gorman lactose-free canned corn,6.07
7600,Wolf Leader smoky bbq sauce,6.71
5216,Thompkins all-natural yukon gold potato,7.72
3875,Schmidt's lactose-free macaroni and cheese with broccoli,12.32
1585,Tuffy lactose-free thousand island dressing,8.8
10695,Oval Drive peach jam,8.03
4368,Pack Pup free range neopolitan ice cream,12.61
2347,State plain potato chips,3.45
16064,Thompkins organic ground beef,0.3
10687,Howler lemon cake mix,7.76
5984,Leader of the Pack no MSG added basil,12.91
10283,Pullen Park cholesterol-free sunflower seed butter,8.29
6674,Withers no sugar added carolina bbq sauce,6.05
3098,Campus Corner shampoo,4.69
11991,North Shore low cholesterol lamb chop,6.66
9047,Wolf Leader no sugar added syrup,12.91
2887,Belltower spicy brown mustard,0.3
7361,Wolves Den organic blue potato,1.45
7394,Balik's grain-free chocolate pudding ,1.1
3239,Pack Pup canned peas and carrots,10.91
12609,Howler salsa verde,6.58
14760,Howler no MSG added caesar croutons,11.69
9341,Hillsborough tomato,6.49
5571,Hunt coconut cake mix,5.73
12045,Stinson no MSG added cheese popcorn,9.68
2392,Main Campus self-rising flour,5.47
7910,Sturgill's cage free ham hock,3.37
3405,Stinson cage free yogurt,13.76
9940,North Shore fresh rye bread,7.08
10635,Red and White grain-free mozzerella cheese,6.97
10861,Gorman lactose-free whole nutmeg,9.97
13195,King's fat-free ground cloves,0.42
11118,State grain-free chocolate cream cookies,0.38
8591,State non GMO basil leaves,9.26
9665,1812 cholesterol-free turkey breast,7.66
7413,Farmer's fresh ground pork,3.6
12949,Pack Pup no MSG added tilapia fillet,1.11
9593,Sturgill's beef jerky,2.9
6553,Schmidt's raw jumbo shrimp,2.48
13618,Gorman grain-free dijon mustard,2.61
16267,Balik's all-natural cooked salad shrimp,14.62
429,Red and White cholesterol-free toothbrush,3.39
1090,Leader of the Pack tomato puree,6.71
15990,Dan Allen soy sauce,5.16
6710,Western Blvd smoked turkey wing,6.77
8729,Tuffy sour cream and cheddar chips,9.99
13813,Heil's spicy salsa,3.6
1913,Witherspoon mild taco sauce,4.59
3456,King's orange cake mix,6.81
1407,Western Blvd all-natural shredded carrots,10.18
13760,Jennings' macaroni and 5 cheese,0.64
7163,Lake Raleigh lamb chop,12.34
13422,Pack fresh tomato puree,13.5
11902,Western Blvd 10-inch tortilla,0.79
947,State brown rice,5.56
10268,Engineering low-sodium canned green beans,11.02
9778,Hillsborough all-natural toothpaste,13.68
14711,Jennings' whole turkey,13.33
7261,Howling Wolf free range chocolate ice cream,6.41
6016,North Shore canned mystery meat,14.08
14582,Centennial non GMO onion powder,12.5
15189,Leader of the Pack low-sodium toilet paper,2.96
1003,Heil's gluten-free iced oatmeal cookies,0.82
10699,Balik's gluten-free white sandwich bread,1.63
9733,Stinson rosemary leaves,11.82
11951,Red and White gluten-free hot dog chili,4.28
2122,Ms. Wuf's fat-free instant mashed russet potatoes,14.03
13004,Heil's cage free cooked large shrimp,1.6
372,Fairgrounds low-sodium sharp cheddar cheese,13.34
4856,Talley cage free grits,13.34
9649,Pack Pup lemon,9.27
11198,Schmidt's no MSG added pizza dough,14.27
11385,Withers fresh pork tenderloin,14.16
11922,Daniels non GMO soy sauce,9.27
9501,Howling Wolf red onion,12.64
5898,Howling Wolf fresh coconut milk,8.35
3059,Belltower non GMO mild taco sauce,4.93
369,Avent Ferry mozzerella cheese,1.49
15874,Heckman's caesar croutons,10.13
6861,Hunt non GMO rye bread,6.66
14662,Wolves Den low cholesterol garlic powder,0.62
7863,Jennings' buttercream frosting,3.55
10727,Avent Ferry no MSG added spicy salsa,0.1
8820,Leader of the Pack low-sodium orange,3.01
12464,Pack gluten-free canned french cut green beans,10.3
5905,Main Campus non GMO coleslaw kit,0.37
6082,Main Campus raw jumbo shrimp,10.45
5777,Lake Raleigh cheese crackers,8.65
1089,Sturgill's applesauce,3.81
13060,Farmer's chocolate frosting,10.96
6438,Poe's ground basil,8.39
11632,Howling Wolf raw jumbo shrimp,2.65
12103,Centennial spicy taco sauce,6.31
11340,Balik's cheese crackers,6.01
5911,Withers no MSG added chocolate pudding,11.12
13178,Brown's 6-inch tortilla,12.56
16349,Fairgrounds almond butter,6.59
3483,Reynold's low-sodium sour cream and onion chips,10.8
15338,Mr. Wuf's white onion,1.85
2120,Mr. Wuf's bread flour,4.66
5316,Hunt grain-free red onion,0.3
9124,Gorman cholesterol-free salsa verde,7.81
9096,Dan Allen chocolate cream cookies,7.75
1946,Heil's jasmine rice,10.17
8499,Withers gluten-free orange marmalade,4.42
10246,Dan Allen toothpaste,8.43
7165,Schmidt's cage free raw medium shrimp,8.71
12222,North Shore lactose-free chocolate chip cookies,0.2
2271,Pack Pup grain-free cooked salad shrimp,6.89
13937,Thompkins low-sodium tortilla chips,7.93
4543,Wolves Den red currant jelly,7.87
875,Gorman non GMO apple,3.52
2029,Schmidt's non GMO orange frosting,14.24
2202,Farmer's fat-free english muffins,11.37
15791,Hillsborough turkey wings,11.96
14422,Reynold's low cholesterol ranch dressing,5.03
14989,1812 ground chicken,8.66
15798,Pack Pup cage free canned blackeyed peas,2.79
15316,Farmer's fat-free ground turkey,4.88
8388,Red and White hot dog chili,0.73
14314,Fairgrounds non GMO smoked ham hock,10.78
6078,Dan Allen cooked medium shrimp,5.19
5865,Pullen Park biscuit mix,4.57
9714,Leader of the Pack fruity cereal,3.12
11451,Stinson cholesterol-free grape jelly,5.71
1205,Wolf Leader rye bread,7.84
2979,Centennial multigrain sandwich bread,11.41
11887,Howling Wolf all-natural cooked jumbo shrimp,12.92
11167,Wolfpack 6-inch tortilla,14.87
13267,Reynold's cage free carolina bbq sauce,7.88
6412,Talley honey bbq sauce,3.14
10857,Wolfpack basil leaves,8.56
1566,Fairgrounds low cholesterol grits,9.0
14103,Centennial low-sodium mild taco sauce,7.71
10787,Avent Ferry gluten-free unsalted butter,0.0
6126,Gorman non GMO italian dressing,1.04
7582,Centennial cilantro,0.5
