PRODUCT_CODE,DESCRIPTION,PRICE
131,Gorman organic lemon,14.21
271,Thompkins fresh bacon,6.52
991,King's low-sodium kiwi,0.0
1002,DH Hill dried lima beans,4.22
66,Poe's rye bread,8.37
942,Wolf Leader tomato and basil sauce,0.36
82,Pack tilapia fillet,1.12
541,Lake Raleigh dish soap,10.59
418,Jennings' no sugar added watermelon,1.65
307,Poe's frozen pepperoni pizza,8.19
766,Oval Drive fat-free spaghetti noodles,11.72
768,Engineering french dressing,3.6
396,King's fresh onion powder,8.73
657,Main Campus shampoo,5.55
257,Poe's lactose-free spicy taco seasoning,14.9
368,1812 plain potato chips,11.79
120,Withers canned green beans,2.54
595,Western Blvd lettuce,12.79
196,1812 iodized salt,5.05
482,Fairgrounds fresh basmati rice,11.48
225,Farmer's caesar croutons,1.49
920,Howler lactose-free chocolate bar,13.85
457,Vet School all-natural lettuce,9.52
238,Poe's carolina bbq sauce,0.75
850,Engineering sausage,14.79
629,Avent Ferry lactose-free white bread,10.5
801,Stinson turkey wings,8.37
389,Engineering tomato,2.58
842,Main Campus free range canned carrots,2.56
823,Withers liquid bleach,13.1
779,Balik's multigrain tortilla chips,13.68
689,Witherspoon spicy taco seasoning,5.09
982,Western Blvd salsa verde,7.03
1023,Witherspoon toilet paper,14.64
24,DH Hill no sugar added cookie cereal,7.43
643,Farmer's white onion,9.01
304,Lake Raleigh organic cottage cheese,7.28
493,Gorman canned carrots,4.88
579,Withers whole turkey,1.63
518,Sturgill's no MSG added shallot,8.73
735,Brown's seltzer water,7.1
1017,Heckman's free range deli chicken,3.16
780,Jennings' taco kit,7.04
151,Wolf Leader sausage,4.71
369,Tuffy all-natural jasmine rice,14.27
214,Farmer's cage free sweet potato,6.66
993,Poe's vanilla ice cream,13.21
356,Pullen Park low-sodium lemon frosting,7.26
65,Main Campus fresh vanilla wafers,2.16
667,Howling Wolf bandages,14.25
505,Daniels cashew butter,0.47
81,Farmer's organic brown rice,13.09
329,Poe's low-sodium frozen pepperoni pizza,3.71
632,Engineering whole black peppercorns,5.36
515,Engineering fresh tortellini,3.42
975,Jennings' cholesterol-free extra sharp cheddar cheese,4.67
929,Pack spicy brown mustard,1.54
327,Dan Allen blue potato,8.95
923,Harrelson canned mystery meat,2.15
560,Jennings' all-natural broccoli,10.22
48,Pack cage free ricotta cheese,9.35
13,Farmer's grits,14.26
571,Howling Wolf no MSG added pizza dough,12.27
218,Fairgrounds lactose-free chicken breast,7.18
416,Vet School coconut cake mix,4.05
861,Stinson thyme leaves,10.65
542,Wolfpack cornmeal,2.01
148,Lake Raleigh peanut butter and jelly,2.03
562,Stinson organic bacon,8.09
215,Hunt ibuprofen,0.1
896,Fairgrounds cage free biscuit mix,5.97
247,Jennings' dish soap,5.74
462,Avent Ferry low cholesterol blue potato,0.39
1019,1812 seasoned croutons,13.62
293,Tuffy basil,13.87
42,Poe's cholesterol-free bacon,5.6
882,Stinson no MSG added chocolate cake mix,0.71
937,Ms. Wuf's white rice,13.57
464,Engineering free range orange,13.01
517,Pack Pup dijon mustard,9.51
15,North Shore low cholesterol plain potato chips,1.15
685,Daniels non GMO kosher pickle spears,4.3
245,Sturgill's chocolate bar,13.74
232,Pullen Park cocktail sauce,7.65
351,Thompkins cage free cheese crackers,4.04
431,Pack whole turkey,8.06
731,Leader of the Pack low-sodium canned carrots,5.48
662,Heil's white sandwich bread,8.68
759,Sturgill's all-natural heavy cream,0.1
483,Centennial organic sweet potato,8.42
471,Witherspoon cholesterol-free caesar salad kit,1.71
742,North Shore lactose-free ground chicken,7.58
395,Thompkins apple,1.02
264,Dan Allen grain-free pizza dough,5.31
758,Talley ice cream cones,10.36
957,Pack butter popcorn,10.15
614,Western Blvd organic mozzerella cheese,6.14
1011,Dan Allen grain-free toilet paper,1.6
953,Gorman organic french dressing,13.56
76,State dried great northern beans,4.45
424,Withers macaroni and cheese,9.15
840,Heil's grain-free coleslaw kit,14.11
87,Talley taco shells,2.12
797,Wolfpack beef roast,12.34
451,Stinson fat-free canned blackeyed peas,13.91
348,Wolf Leader fat-free paper towel,12.71
127,Brown's sunflower seed butter,2.48
760,Farmer's watermelon,2.94
104,State lactose-free chocolate cream cookies,8.43
640,Wolf Leader no sugar added extra sharp cheddar cheese,4.08
762,Wolfpack 10-inch tortilla,8.71
803,Howling Wolf peanut butter and jelly,9.97
974,Fairgrounds deli chicken,4.42
249,Reynold's all-natural sweet potato,11.18
126,Heil's ranch dressing,9.88
449,Western Blvd canned potatoes,7.89
588,Thompkins chocolate cream cookies,2.23
695,Talley free range horseradish,7.71
78,Mr. Wuf's instant mashed russet potatoes,14.36
1014,Stinson gluten-free pizza dough,2.6
383,Withers cage free canned lima beans,12.63
318,Reynold's all-natural canned mystery meat,3.03
465,1812 fresh waffle cones,4.74
906,Leader of the Pack rosemary leaves,10.76
423,State king salmon fillet,4.69
309,Centennial no sugar added russet potato,10.47
1008,Centennial organic canned chickpeas,4.43
932,Thompkins frozen meat pizza,10.86
718,DH Hill coconut cake mix,9.64
998,Ms. Wuf's chocolate pudding ,1.15
379,State grain-free orange,14.6
556,Harrelson grain-free paper towel,4.36
581,1812 organic canned asparagus,7.81
889,Pack red potato,3.03
113,Western Blvd lactose-free taco kit,4.04
825,North Shore cholesterol-free english muffins,3.05
49,Thompkins cabbage,4.22
567,Gorman grape soda,7.54
641,Wolfpack orange cake mix,10.34
142,Vet School sharp cheddar cheese,0.55
658,King's all-natural coconut cake mix,13.2
406,Balik's cage free canned garden peas,11.85
117,Belltower cage free marinara sauce,0.8
402,Western Blvd cholesterol-free cupcake liners,13.24
909,Heil's all-natural smoked turkey wing,4.23
618,Talley fresh mild salsa,1.66
11,1812 carrot sticks,11.86
927,Farmer's spaghetti noodles,0.04
893,Wolf Leader low-sodium king salmon fillet,11.44
137,Campus Corner cookie cereal,1.32
722,Western Blvd free range cheese crackers,6.04
253,Brown's grain-free angel hair noodles,10.92
135,Engineering free range canned potatoes,2.28
475,Engineering grits,8.87
138,Vet School low cholesterol brown rice,5.72
230,Reynold's no sugar added sourdough bread,5.08
566,Western Blvd frozen pepperoni pizza,3.68
832,Balik's lactose-free chocolate pudding,1.14
429,Campus Corner mayonnaise,11.53
279,Western Blvd no MSG added cabbage,6.82
123,Pack Pup low-sodium chocolate pudding,5.47
943,Pullen Park no MSG added pancake mix,7.34
651,Brown's bacon,13.73
645,Western Blvd white bread,8.25
1006,Harrelson all purpose flour,10.94
656,1812 english muffins,12.67
622,Witherspoon red currant jelly,4.94
251,Poe's red onion,9.44
466,Sturgill's basil leaves,3.46
478,Daniels ground nutmeg,2.12
79,Farmer's dinner rolls,4.74
242,Campus Corner yellow onion,8.51
235,Wolfpack lactose-free honey mustard,1.41
563,DH Hill cholesterol-free shredded wheat cereal,1.87
810,Main Campus worcestershire sauce,6.61
789,Dan Allen honey mustard,5.96
968,Thompkins lime,10.98
121,Engineering sausage,2.5
179,Poe's low-sodium cabbage,14.09
227,Poe's ground basil,2.77
405,Centennial pork tenderloin,12.05
221,Mr. Wuf's ricotta cheese,11.84
500,Sturgill's lactose-free grape jelly,11.96
97,Brown's non GMO ibuprofen,14.63
691,Wolves Den organic honey mustard,6.82
89,Mr. Wuf's banana,0.19
648,Brown's non GMO chicken breast,5.19
513,Witherspoon cage free plain potato chips,10.04
299,Jennings' beef roast,3.82
696,Reynold's no sugar added thick-cut bacon,4.36
892,Howler cilantro,6.57
548,Gorman sour cream and onion chips,9.09
729,North Shore grain-free frozen pepperoni pizza,14.66
961,Leader of the Pack paper plates,8.34
365,Brown's half and half,6.17
711,DH Hill cooked jumbo shrimp,2.91
820,Stinson canteloupe,7.42
514,DH Hill hot dog chili,13.27
156,Witherspoon non GMO watermelon,8.09
830,Jennings' mozzerella cheese,8.62
415,Hunt pancake mix,11.88
660,Poe's shampoo,9.37
501,Wolves Den sour cream and cheddar chips,13.25
740,Hillsborough kosher pickle spears,8.44
103,Gorman no sugar added toilet paper,13.74
888,Stinson lactose-free seltzer water,6.44
784,Main Campus organic canned mystery meat,10.23
433,Pack Pup basmati rice,3.32
824,Reynold's tomato,1.31
936,Lake Raleigh fresh blue potato,7.35
428,Gorman grain-free kosher pickle spears,8.14
337,Red and White hand soap,12.49
955,North Shore brown rice,0.77
231,Mr. Wuf's fresh whole peeled tomatoes,8.34
915,Stinson smoky bbq sauce,1.73
934,Daniels grits,6.98
845,Daniels no sugar added thyme,3.85
512,Wolf Leader no MSG added carrot sticks,7.05
115,Belltower bread flour,7.65
494,Fairgrounds mild taco sauce,2.9
506,Mr. Wuf's chocolate chip cookies,8.19
545,Howler chicken breast,13.1
152,Pullen Park gluten-free orange marmalade,6.66
425,Lake Raleigh gluten-free neopolitan ice cream,14.46
291,Howling Wolf raw medium shrimp,6.72
495,Dan Allen sockeye salmon fillet,8.88
837,Withers no MSG added macaroni and cheese with broccoli,3.39
239,DH Hill gluten-free salted butter,7.25
382,Centennial apple jelly,11.04
325,Hunt gluten-free basmati rice,13.78
75,Engineering all-natural unsalted butter,2.05
314,Pack no sugar added canned asparagus,14.65
628,Pullen Park ginger,12.32
822,Wolves Den cage free cheddar cheese,3.51
781,Wolfpack free range pork chops,0.42
872,Witherspoon cage free thick-cut bacon,12.47
391,Vet School eggs,8.81
1000,Hunt raw jumbo shrimp,12.8
684,Centennial ground nutmeg,5.46
884,Hillsborough ham hock,12.66
687,Harrelson low cholesterol spicy salsa,5.1
172,Tuffy non GMO whole turkey,1.77
604,Talley cholesterol-free basmati rice,4.59
268,Schmidt's whole peeled tomatoes,12.52
913,Heckman's yellow onion,13.68
752,Dan Allen taco kit,1.57
276,Daniels raw large shrimp,13.54
282,Dan Allen grain-free lite soy sauce,1.39
342,Wolfpack cholesterol-free pretzel sticks,8.83
413,Sturgill's no sugar added turkey wings,1.89
352,Ms. Wuf's french dressing,14.38
311,Stinson iodized salt,13.38
205,1812 snack cake,13.08
609,Harrelson whole cloves,9.16
35,Western Blvd fresh spicy taco seasoning,6.25
374,Sturgill's lite soy sauce,5.6
23,Western Blvd peach jam,14.04
793,Engineering organic sweet pickle cubes,14.81
950,Howler gluten-free white sandwich bread,9.57
694,Withers ground basil,14.21
72,Wolves Den multigrain sandwich bread,14.56
26,Campus Corner fresh hand soap,10.08
605,Schmidt's cage free yellow onion,10.46
186,Daniels hand soap,13.52
698,Sturgill's low cholesterol white chocolate pudding,3.43
284,Campus Corner fat-free angel hair noodles,1.46
572,Stinson non GMO pretzel sticks,2.51
14,Campus Corner non GMO sour cream,13.13
946,Howler multigrain tortilla chips,5.16
328,Sturgill's low-sodium spicy salsa,2.46
905,Wolfpack pork chops,3.05
18,Harrelson free range waffle cones,4.64
601,Main Campus fresh multigrain bread,13.83
91,Brown's gluten-free almond butter,9.91
985,Pullen Park carolina bbq sauce,5.48
281,Hunt okra,7.97
422,Hunt bacon,10.92
430,Dan Allen breadsticks,6.27
745,Red and White no MSG added 10-inch tortilla,7.17
343,Farmer's cholesterol-free peach jam,5.04
593,Tuffy cholesterol-free ground allspice,12.76
633,Harrelson non GMO shallot,0.5
726,Tuffy sourdough bread,3.1
989,Engineering plain croutons,0.16
380,Engineering fat-free spicy taco seasoning,3.4
442,Mr. Wuf's no MSG added cupcake liners,3.95
12,Pullen Park cilantro,6.56
338,Red and White jalapeno pepper,9.32
305,Campus Corner fig preserves,7.6
856,Lake Raleigh canned green beans,12.86
95,1812 all-natural smoked ham hock,3.76
600,Lake Raleigh deli chicken,9.05
326,Leader of the Pack shampoo,11.29
19,Heckman's no sugar added dijon mustard,5.39
255,Heil's chocolate cream cookies,9.49
411,Vet School cage free turkey legs,8.42
835,King's organic whole peeled tomatoes,5.06
149,Vet School honey mustard,6.54
743,Heckman's low cholesterol paper towel,0.77
995,Belltower canteloupe,5.39
228,DH Hill lemon frosting,8.84
262,Howler free range worcestershire sauce,10.46
607,Wolf Leader free range red onion,1.98
537,Engineering cage free whole peeled tomatoes,12.22
147,Belltower grain-free plain potato chips,12.38
372,State low cholesterol carolina bbq sauce,5.85
361,Western Blvd fresh lamb chop,6.18
25,North Shore spicy salsa,13.4
107,Pullen Park fat-free multigrain tortilla chips,5.75
713,Hillsborough scallion,6.51
296,North Shore low-sodium kosher pickle spears,10.44
903,Western Blvd half and half,9.3
788,DH Hill fresh chocolate cake mix,2.6
488,1812 lemon,6.71
229,Lake Raleigh non GMO cookie cereal,6.46
166,Wolf Leader lamb chop,0.95
610,Schmidt's orange soda,2.75
426,Vet School fresh fig preserves,0.78
292,Schmidt's horseradish,3.8
979,Jennings' lactose-free macaroni and 5 cheese,2.58
134,Dan Allen low cholesterol chili powder,10.26
922,Hunt fresh self-rising flour,2.28
388,Jennings' dried lima beans,10.55
516,Mr. Wuf's low-sodium ground allspice,8.76
171,Sturgill's macaroni and cheese with broccoli,4.56
994,State fresh onion powder,9.26
805,Main Campus free range cheese crackers,1.01
972,Sturgill's frozen meat pizza,7.26
564,Poe's instant mashed red potatoes,11.1
349,Stinson non GMO chocolate chip cookies,2.6
377,Wolfpack canned asparagus,12.65
420,Jennings' cooked medium shrimp,11.39
865,State red onion,3.57
880,Wolves Den ginger,2.95
666,Wolves Den low cholesterol butterscotch pudding,5.88
935,Ms. Wuf's non GMO squash,10.47
750,Farmer's diced tomatoes,6.01
693,1812 whole turkey,10.73
452,Heckman's low cholesterol butter crackers,8.23
323,Talley fat-free thousand island dressing,11.91
619,Wolf Leader cashew butter,5.18
582,Howling Wolf enchilada sauce,11.26
161,Hunt low cholesterol orange frosting,8.67
753,North Shore ranch dressing,9.72
509,Howling Wolf low-sodium chocolate chip cookies,8.07
324,Pack Pup non GMO sunflower seed butter,0.09
437,Tuffy no MSG added tilapia fillet,1.82
916,Western Blvd lactose-free yellow cake mix,11.3
875,Howler spicy brown mustard,5.47
911,Pack Pup cabbage,8.55
739,Howling Wolf no sugar added butter popcorn,12.79
167,Vet School farfalle,10.43
289,Farmer's no MSG added whole black peppercorns,12.76
300,Ms. Wuf's white sandwich bread,5.75
363,Wolves Den organic orange frosting,3.25
77,Tuffy no sugar added angel hair noodles,12.06
119,Main Campus cookie cereal,7.75
294,Howling Wolf yellow cake mix,10.97
297,Hillsborough paper utensils,4.37
674,Thompkins turkey legs,8.73
259,Dan Allen low-sodium canned carrots,8.93
597,Avent Ferry cholesterol-free breadsticks,0.41
176,Avent Ferry kosher pickle spears,6.67
709,Thompkins tilapia fillet,2.61
702,Reynold's low cholesterol mild taco sauce,4.02
20,Engineering all-natural mayonnaise,0.07
738,Balik's shallot,3.36
811,Leader of the Pack low cholesterol cooked medium shrimp,7.52
690,King's fat-free kosher dill pickles,2.93
802,Wolf Leader shampoo,3.95
860,Fairgrounds gluten-free garlic powder,14.71
132,King's no sugar added smoked sausage,12.12
106,Oval Drive thyme,11.24
332,Wolf Leader dinner rolls,9.18
930,Howling Wolf coconut cake mix,1.56
412,Western Blvd low cholesterol baked beans,12.06
833,Tuffy lactose-free chicken breast,1.0
827,Lake Raleigh taco kit,11.91
717,State plain croutons,4.47
546,Stinson chili sauce,11.83
404,Poe's fresh saltine crackers,9.05
306,Belltower white sandwich bread,10.98
313,Jennings' no MSG added plain potato chips,6.31
344,Daniels yogurt,11.75
963,Dan Allen turkey wings,5.03
105,Talley raw medium shrimp,7.51
841,Tuffy spicy taco sauce,12.68
