PRODUCT_CODE,DESCRIPTION,PRICE
1,Reynold's 10-inch tortilla,8.19
2,Fairgrounds ground chicken,3.03
3,Leader of the Pack free range chocolate pudding,14.75
4,Pack floss,4.84
5,Withers canned chickpeas,6.87
6,Farmer's grain-free deli chicken,8.96
7,Withers iodized salt,14.98
8,Daniels whole chicken,14.61
9,Mr. Wuf's scallion,12.76
10,Pack gluten-free mild cheddar cheese,2.92
11,Campus Corner low cholesterol 10-inch tortilla,3.4
12,DH Hill dinner rolls,0.95
13,Balik's lemon frosting,5.63
14,State 10-inch tortilla,12.81
15,Red and White grain-free seasoned croutons,8.23
16,Sturgill's grain-free taco kit,10.21
17,Witherspoon no sugar added sunflower seed butter,9.32
18,Vet School peanut butter and jelly,12.13
19,Sturgill's beef jerky,7.4
20,Pack laundry detergent,13.09
21,Fairgrounds fat-free honey bbq sauce,13.11
22,Western Blvd all-natural canned blackeyed peas,6.91
23,Talley smoked turkey leg,14.33
24,DH Hill chili powder,3.84
25,Farmer's ginger,14.0
26,Wolves Den coconut cake mix,6.55
27,Stinson fresh whole black peppercorns,3.65
28,Poe's lactose-free marinara sauce,2.95
29,Pullen Park iced oatmeal cookies,11.15
30,Poe's kosher dill pickles,10.66
31,Stinson cholesterol-free angel hair noodles,6.27
32,Schmidt's aspirin,1.54
33,Wolfpack low-sodium butter popcorn,3.87
34,Dan Allen pancake mix,12.05
35,Thompkins red potato,0.39
36,North Shore organic cilantro,4.1
37,State buttercream frosting,0.67
38,Harrelson cinnamon toast cereal,13.75
39,Withers non GMO white bread,7.16
40,North Shore no sugar added baked beans,4.56
41,Jennings' spicy brown mustard,14.89
42,Red and White non GMO shredded wheat cereal,8.42
43,Oval Drive cage free chicken breast,0.33
44,Belltower no MSG added turkey breast,2.89
45,Heckman's tonic water,14.24
46,Sturgill's bacon,2.43
47,Balik's yukon gold potato,6.78
48,Daniels low cholesterol aspirin,7.92
49,Pack red potato,3.1
50,Gorman lactose-free snack cake,8.99
51,Ms. Wuf's gluten-free applesauce,2.73
52,Brown's deli ham,2.23
53,Talley vanilla frosting,8.66
54,Pullen Park all purpose flour,14.78
55,Ms. Wuf's okra,13.38
56,Dan Allen cage free pretzel sticks,12.76
57,North Shore baked beans,10.19
58,Witherspoon cheese popcorn,5.07
59,Withers ricotta cheese,11.26
60,Pullen Park fruit cups,14.46
61,Witherspoon mild salsa,12.86
62,Pullen Park taco shells,4.68
63,Sturgill's fat-free buttercream frosting,3.0
64,Tuffy low cholesterol tonic water,4.26
65,Ms. Wuf's worcestershire sauce,6.04
66,Poe's onion powder,9.83
67,Engineering dijon mustard,0.68
68,Hillsborough canned french cut green beans,6.81
69,State low cholesterol 10-inch tortilla,13.68
70,State dish soap,1.64
71,Hunt coleslaw kit,5.87
72,Pullen Park whole cloves,7.36
73,Mr. Wuf's bacon,13.8
74,Wolf Leader low-sodium plain potato chips,4.9
75,North Shore mild taco seasoning,14.57
76,Pack cheese crackers,4.14
77,1812 no sugar added cookie cereal,10.03
78,Gorman horseradish,2.82
79,Howling Wolf gluten-free dijon mustard,7.15
80,Brown's white onion,1.23
81,North Shore cheddar cheese,8.58
82,Hunt low cholesterol cookie cereal,9.95
83,DH Hill basil,11.66
84,Reynold's yukon gold potato,4.89
85,Wolf Leader whole chicken,3.36
86,Ms. Wuf's paper utensils,3.74
87,Belltower pizza dough,6.87
88,Belltower tomato,8.58
89,Howler no MSG added cupcake liners,3.56
90,Poe's fat-free paper plates,8.04
91,Heil's lemon cake mix,9.96
92,Heckman's gluten-free raw large shrimp,8.55
93,Ms. Wuf's low cholesterol deli chicken,3.96
94,Schmidt's red potato,2.32
95,Oval Drive grain-free chocolate ice cream,0.24
96,Jennings' ground mustard,8.26
97,Brown's turkey wings,6.66
98,Pullen Park cookie butter,1.42
99,Pack Pup shredded carrots,12.04
100,Sturgill's chicken breast,0.99
101,Hillsborough low-sodium shredded wheat cereal,2.65
102,Howling Wolf pork chops,10.33
103,Western Blvd gluten-free spicy taco sauce,4.34
104,Leader of the Pack toilet paper,0.89
105,Witherspoon grain-free almond butter,11.3
106,Main Campus dried lentils,5.93
107,Thompkins gluten-free butterscotch pudding,12.64
108,Harrelson fat-free heavy cream,4.4
109,North Shore lactose-free brown rice,6.61
110,Dan Allen ground mustard,0.39
111,State grain-free sourdough bread,4.03
112,Oval Drive vanilla pudding,1.72
113,1812 hazelnut spread,2.8
114,Pack Pup mild taco seasoning,3.7
115,Hunt butter popcorn,9.69
