PRODUCT_CODE,DESCRIPTION,PRICE
17453,Schmidt's jasmine rice,0.29
33005,Howler fresh dinner rolls,12.12
49093,Pack cholesterol-free cabbage,4.55
50216,Pullen Park cholesterol-free pork tenderloin,8.21
1841,Main Campus all-natural chocolate frosting,14.7
21410,Tuffy taco shells,6.33
25749,Hunt 6-inch tortilla,6.79
27377,Pack Pup cheese crackers,10.98
22698,Brown's lactose-free horseradish,9.85
14760,Howling Wolf coconut milk,3.97
28271,Leader of the Pack lactose-free cookie cereal,7.68
27004,Howling Wolf broccoli,1.82
55677,Stinson carrot,2.19
12151,King's pancake mix,1.67
54099,Ms. Wuf's canned blackeyed peas,8.35
12209,Wolves Den canned lima beans,10.5
59568,Sturgill's aspirin,14.99
13517,Engineering grain-free instant mashed russet potatoes,5.22
24173,Daniels free range instant mashed red potatoes,3.88
62761,Ms. Wuf's ground rosemary,13.13
49405,Red and White grain-free dried lima beans,6.76
58727,Centennial cheery-o cereal,12.81
27408,Red and White pork chops,3.24
63451,Withers cottage cheese,13.17
51039,Vet School cupcake liners,9.75
36490,Hunt grain-free yukon gold potato,2.71
64887,State lite soy sauce,11.51
53423,Hillsborough canned peas and carrots,10.29
45890,DH Hill lactose-free pancake mix,3.04
49722,Oval Drive multigrain sandwich bread,3.8
32907,Wolfpack raw jumbo shrimp,5.78
60614,Daniels grape jelly,0.06
18754,Daniels diced tomatoes,2.78
5207,Main Campus no MSG added onion powder,2.75
33058,Lake Raleigh cage free canned asparagus,13.56
49959,Hillsborough deodorant,14.53
42957,Poe's buttercream frosting,14.01
28952,Leader of the Pack canned garden peas,7.67
36052,Campus Corner all purpose flour,1.04
28186,Ms. Wuf's low-sodium chocolate cake mix,0.41
20116,Ms. Wuf's neopolitan ice cream,8.29
22318,Fairgrounds grain-free honey bbq sauce,11.7
16470,Hillsborough multigrain sandwich bread,9.43
51593,Gorman floss,11.26
50298,Hillsborough dried lima beans,12.18
50103,Gorman peach jam,1.92
2392,Campus Corner low cholesterol dried navy beans,6.58
27619,Western Blvd fat-free yukon gold potato,2.91
19935,Red and White ground nutmeg,8.14
28415,Avent Ferry no MSG added paper towel,3.48
55967,State all-natural cabbage,1.49
24188,Reynold's all-natural paper towel,8.97
33061,Campus Corner fat-free banana,2.95
43737,Heckman's no MSG added whole nutmeg,14.71
51272,Fairgrounds organic lemon cake mix,13.84
55813,Western Blvd grain-free pork chops,10.44
26178,Lake Raleigh canned blackeyed peas,3.83
33111,Howling Wolf lactose-free ketchup,2.22
58371,Ms. Wuf's low cholesterol mayonnaise,2.43
62591,Campus Corner lactose-free kosher dill pickles,5.73
20961,King's cauliflower,3.75
39989,Pack Pup okra,13.47
45582,Heil's mayonnaise,8.27
34664,Fairgrounds canned french cut green beans,7.83
38013,Pack Pup neopolitan ice cream,6.41
56602,Fairgrounds low-sodium smoked turkey wing,5.89
65395,Brown's no MSG added ham hock,7.25
40511,Centennial low-sodium ice cream cones,0.26
25970,Wolf Leader whole chicken,5.14
57007,Talley free range macaroni and cheese with broccoli,13.52
11125,Sturgill's tortellini,0.12
22921,Jennings' enchilada sauce,1.13
45470,Sturgill's canned asparagus,9.01
58393,Fairgrounds all-natural plain potato chips,3.18
44652,Tuffy low cholesterol cheddar cheese,11.12
30432,Engineering low-sodium chocolate cream cookies,1.18
60763,Talley all-natural deli turkey,5.4
8491,Fairgrounds mustard,7.89
56137,North Shore sockeye salmon fillet,6.5
62730,Main Campus dijon mustard,13.33
52300,Harrelson low cholesterol toothpaste,7.94
53148,Vet School deli roast beef,12.89
36469,Campus Corner iodized salt,7.01
22018,1812 organic tortellini,13.41
8044,Daniels lemon cake mix,1.94
37038,Brown's fresh honey mustard,8.15
57885,Poe's shampoo,0.93
28943,Pullen Park bandages,6.99
22458,Vet School no MSG added cooked salad shrimp,12.61
9943,Brown's macaroni and cheese with broccoli,12.4
62372,Wolves Den butter crackers,5.23
47482,King's ground basil,0.62
4283,Daniels granola bar,13.9
35846,Avent Ferry low-sodium lemon frosting,2.29
